Precision,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),Logit_B1,Mean_Logit_Runs,Std_Logit_Runs,Range_Logit_Runs
fp16,question_000,16,46,8,21025,4.4485474859357055e-07,4.5705024831477203e-07,8.206964885459911e-09,3.554700356289686e-08,26.015625,26.028749465942383,0.02150586247444153,0.078125
fp16,question_000,16,46,9,1622,2.6981805945069937e-07,2.7337935648574785e-07,6.6508674123610945e-09,2.5539975467836484e-08,25.515625,25.514686584472656,0.016656551510095596,0.078125
fp16,question_000,16,46,10,24065,2.307876201257386e-07,2.3451460151591164e-07,2.8519346884081642e-09,1.4745751286682207e-08,25.359375,25.361562728881836,0.01288850698620081,0.0625
fp16,question_000,16,47,1,504,1.0,1.0,0.0,0.0,39.375,39.40687561035156,0.022088078781962395,0.0625
fp16,question_000,16,47,2,5961,1.8370862164829305e-08,1.790263759460231e-08,2.7602758967404384e-10,1.402332472366652e-09,21.5625,21.568437576293945,0.015274213626980782,0.046875
fp16,question_000,16,47,3,1499,8.953242591758226e-09,8.654281735687164e-09,1.226370116569342e-10,4.036415646169189e-10,20.84375,20.841562271118164,0.01036912016570568,0.03125
fp16,question_000,16,47,4,4295,4.035543010871834e-09,3.899615741431717e-09,5.838503985833299e-11,2.445013080887293e-10,20.046875,20.044374465942383,0.010532759130001068,0.03125
fp16,question_000,16,47,5,5542,2.228638384949022e-09,2.18408402474779e-09,3.3512977115623954e-11,1.0205680744945766e-10,19.453125,19.46468734741211,0.010274513624608517,0.046875
fp16,question_000,16,47,6,304,7.235329557708781e-10,6.983197353704895e-10,1.2296097300079634e-11,3.261929615305803e-11,18.328125,18.32437515258789,0.008003948256373405,0.03125
fp16,question_000,16,47,7,311,4.671479869600148e-10,4.522733021428138e-10,7.563442927516206e-12,2.8303054344647194e-11,17.890625,17.889999389648438,0.009354131296277046,0.03125
fp16,question_000,16,47,8,3830,4.2534309407926685e-10,4.1838787989689763e-10,5.143688426578752e-12,1.978461838803014e-11,17.796875,17.81218719482422,0.011477673426270485,0.03125
fp16,question_000,16,47,9,369,4.05865202557365e-10,3.971432904759098e-10,6.891955756094248e-12,1.8585910588342358e-11,17.75,17.760000228881836,0.007500095292925835,0.015625
fp16,question_000,16,47,10,11,3.6381522794393106e-10,3.4971253670690317e-10,6.1357295112751675e-12,2.2042451197634705e-11,17.640625,17.6328125,0.011796531267464161,0.03125
fp16,question_000,16,48,1,308,0.9991644620895386,0.9991727471351624,1.3492150173988193e-05,5.2809715270996094e-05,42.3125,42.36000061035156,0.023585082963109016,0.09375
fp16,question_000,16,48,2,279,0.0007095810142345726,0.0007035007001832128,1.148934279626701e-05,4.2959407437592745e-05,35.0625,35.10124969482422,0.014737449586391449,0.0625
fp16,question_000,16,48,3,458,7.961277879076079e-05,7.776686106808484e-05,1.8383658471066155e-06,7.12079054210335e-06,32.875,32.89875030517578,0.02214999310672283,0.0625
fp16,question_000,16,48,4,264,4.003181675216183e-05,3.9787348214304075e-05,6.021037393111328e-07,3.694196493597701e-06,32.1875,32.2287483215332,0.01457751914858818,0.03125
fp16,question_000,16,48,5,1584,6.139078777778195e-06,5.912050255574286e-06,9.237251674676372e-08,2.76643277175026e-07,30.3125,30.322187423706055,0.01321762427687645,0.0625
fp16,question_000,16,48,6,77,2.1673598382676573e-07,2.1225996249540913e-07,2.330324821997465e-09,6.56430643175554e-09,26.96875,26.995311737060547,0.016313105821609497,0.078125
fp16,question_000,16,48,7,451,5.3113438980290084e-08,5.3070671413024684e-08,8.325162781375184e-10,2.469228377321997e-09,25.5625,25.60906219482422,0.012299246154725552,0.0625
fp16,question_000,16,48,8,2188,1.645377523118441e-08,1.603710586550733e-08,3.771881140757216e-10,1.4952039606441758e-09,24.390625,24.412187576293945,0.014951050281524658,0.0625
fp16,question_000,16,48,9,30128,1.3855467884127393e-08,1.3668724818671762e-08,2.5150814764174356e-10,1.258801951564692e-09,24.21875,24.252498626708984,0.012639886699616909,0.046875
fp16,question_000,16,48,10,4802,1.1133180599642856e-08,1.1109844599843655e-08,3.0891927904619365e-10,1.02763664244776e-09,24.0,24.045000076293945,0.016129329800605774,0.046875
fp16,question_000,16,49,1,28,1.0,1.0,0.0,0.0,48.90625,48.90687561035156,0.021185625344514847,0.0625
fp16,question_000,16,49,2,284,2.565146983712907e-09,2.6081568016422807e-09,2.9832525338946425e-11,1.6287304838158434e-10,29.125,29.142187118530273,0.019577981904149055,0.078125
fp16,question_000,16,49,3,428,5.66714800087631e-11,5.648737033681073e-11,1.0898014261850886e-12,4.463315134151102e-12,25.3125,25.3096866607666,0.013866695575416088,0.046875
fp16,question_000,16,49,4,10829,2.8496210599526783e-11,2.8321024345134838e-11,3.674284455249671e-13,1.3463587883455475e-12,24.625,24.619375228881836,0.01586076244711876,0.0625
fp16,question_000,16,49,5,12,5.438597055346106e-12,5.4137258911901576e-12,7.81691470450388e-14,3.399676373749827e-13,22.96875,22.96468734741211,0.011613216251134872,0.03125
fp16,question_000,16,49,6,18,5.189545841666199e-12,5.162545304443489e-12,7.188200772459408e-14,2.4519102026498985e-13,22.921875,22.917186737060547,0.01406258437782526,0.046875
fp16,question_000,16,49,7,40627,2.956914010518452e-12,2.935458950567571e-12,6.173424808462655e-14,2.3287990459641694e-13,22.359375,22.35249900817871,0.013678782619535923,0.078125
fp16,question_000,16,49,8,19884,2.197391791095016e-12,2.203847347670429e-12,3.4416358109766454e-14,1.0381973059025995e-13,22.0625,22.065937042236328,0.0166214220225811,0.046875
fp16,question_000,16,49,9,10,1.850389416344078e-12,1.825941958397137e-12,3.043323988541173e-14,1.1566832561205054e-13,21.890625,21.877811431884766,0.01583922654390335,0.046875
fp16,question_000,16,49,10,21747,1.4410847732140852e-12,1.4172364453876596e-12,4.491822495553133e-14,1.3305567585220057e-13,21.640625,21.624061584472656,0.02546628750860691,0.078125
fp16,question_000,16,50,1,18,0.9999997615814209,0.9999997615814209,0.0,0.0,33.21875,33.23249816894531,0.015512014739215374,0.03125
fp16,question_000,16,50,2,19,1.4449800289639825e-07,1.4397365077911672e-07,2.1725046206455545e-09,6.721251111230231e-09,17.46875,17.478750228881836,0.012005907483398914,0.03125
fp16,question_000,16,50,3,17,1.1793582643804257e-07,1.1795535925784861e-07,2.1419910289921518e-09,7.3722006277421315e-09,17.265625,17.279375076293945,0.0127475680783391,0.03125
fp16,question_000,16,50,4,20,3.828815309248057e-08,3.8378530575755576e-08,7.045207750522309e-10,2.393399256561679e-09,16.140625,16.15656280517578,0.016384609043598175,0.046875
fp16,question_000,16,50,5,16,2.6729439994710447e-08,2.7086661802400158e-08,4.713200940642537e-10,1.2727898734965493e-09,15.78125,15.808124542236328,0.015792839229106903,0.046875
fp16,question_000,16,50,6,21,7.42249728347133e-09,7.4072152855819695e-09,1.1737556759872092e-10,4.043849699542079e-10,14.5,14.51156234741211,0.01161304023116827,0.03125
fp16,question_000,16,50,7,22,4.501972572512614e-09,4.469702385989649e-09,7.702478932447576e-11,2.4336399562230326e-10,14.0,14.0064058303833,0.013683226890861988,0.0390625
fp16,question_000,16,50,8,33517,3.6174363504670737e-09,3.567209194699217e-09,4.5226732081626864e-11,1.1129674959420299e-10,13.78125,13.780937194824219,0.006043510977178812,0.03125
fp16,question_000,16,50,9,24,1.6691726889561664e-09,1.6649545075964056e-09,2.6338963995953257e-11,9.093825692474411e-11,13.0078125,13.018905639648438,0.011277086101472378,0.03125
fp16,question_000,16,50,10,220,1.1032558200341214e-09,1.0857661436602939e-09,1.6388550239110344e-11,5.96388494145117e-11,12.59375,12.591405868530273,0.011401992291212082,0.0390625
fp16,question_000,16,51,1,311,0.9999983310699463,0.9999982714653015,1.4600096243100325e-08,1.1920928955078125e-07,39.1875,39.1662483215332,0.018157467246055603,0.09375
fp16,question_000,16,51,2,1584,1.6536896509933285e-06,1.6615431377431378e-06,1.6785216772063905e-08,1.0500014013814507e-07,25.875,25.858436584472656,0.016656506806612015,0.0625
fp16,question_000,16,51,3,5302,1.0969723795994923e-08,1.0943796979745457e-08,1.7903849236500236e-10,5.102496203335249e-10,20.859375,20.83562469482422,0.01600770838558674,0.078125
fp16,question_000,16,51,4,4802,5.346217246682272e-09,5.2428541508220405e-09,9.466063349838905e-11,4.081006643730234e-10,20.140625,20.099687576293945,0.02536647953093052,0.09375
fp16,question_000,16,51,5,320,4.363455374800651e-09,4.4257055797913836e-09,6.301904831307326e-11,3.383284763458505e-10,19.9375,19.93031120300293,0.01472725160419941,0.0625
fp16,question_000,16,51,6,1182,2.730580206389277e-09,2.7913762412623555e-09,4.7364220184809014e-11,2.1505419667278147e-10,19.46875,19.46937370300293,0.01034554187208414,0.046875
fp16,question_000,16,51,7,323,2.2286346101907384e-09,2.2738562144297703e-09,3.0107208393026497e-11,1.415059180942535e-10,19.265625,19.264373779296875,0.01028868556022644,0.03125
fp16,question_000,16,51,8,983,9.585239268972146e-10,9.797894717777922e-10,1.142257816111325e-11,6.086109394232153e-11,18.421875,18.42249870300293,0.011249924078583717,0.03125
fp16,question_000,16,51,9,2188,9.436632586456994e-10,9.406324608107752e-10,1.970058491340687e-11,5.898848076668628e-11,18.40625,18.381561279296875,0.022983135655522346,0.0625
fp16,question_000,16,51,10,304,8.327800116170181e-10,8.577671906095929e-10,1.6597960852959837e-11,6.662065343832069e-11,18.28125,18.28937530517578,0.01093315239995718,0.046875
fp16,question_000,16,52,1,308,0.9998637437820435,0.9998622536659241,2.914636070272536e-06,8.58306884765625e-06,36.9375,36.916873931884766,0.01480354368686676,0.03125
fp16,question_000,16,52,2,264,0.00013341964222490788,0.00013504402886610478,2.892596512538148e-06,8.470233296975493e-06,28.015625,28.006874084472656,0.016285991296172142,0.046875
fp16,question_000,16,52,3,279,1.1364102192601422e-06,1.1287447705399245e-06,1.6653324053095275e-08,7.103449206624646e-08,23.25,23.22249984741211,0.013820773921906948,0.046875
fp16,question_000,16,52,4,458,9.27510939163767e-07,9.355196652904851e-07,1.6754569287513732e-08,5.7976649259217083e-08,23.046875,23.034687042236328,0.012994066812098026,0.03125
fp16,question_000,16,52,5,1045,3.689383447635919e-07,3.6058051477994013e-07,1.1597800053664287e-08,3.882357191287156e-08,22.125,22.080936431884766,0.03212673217058182,0.09375
fp16,question_000,16,52,6,2494,6.213935677124027e-08,6.119331175113985e-08,2.1127086746730583e-09,6.6422067845905985e-09,20.34375,20.307186126708984,0.03474373370409012,0.078125
fp16,question_000,16,52,7,4910,4.270771825076736e-08,4.267774400545932e-08,9.311098003728091e-10,2.6695623489558784e-09,19.96875,19.947187423706055,0.017368339002132416,0.0625
fp16,question_000,16,52,8,77,3.540593951356641e-08,3.58430689573197e-08,4.67037131191006e-10,1.1241318986776605e-09,19.78125,19.772811889648438,0.013696663081645966,0.046875
fp16,question_000,16,52,9,451,2.8449472111446994e-08,2.894719131063539e-08,5.146549852952376e-10,1.8061907525179777e-09,19.5625,19.559062957763672,0.0157153382897377,0.046875
fp16,question_000,16,52,10,296,2.114185093660126e-08,2.1349910284129692e-08,3.12308734429223e-10,9.988383453674032e-10,19.265625,19.25468635559082,0.01220353227108717,0.046875
fp16,question_000,16,53,1,28,0.999998927116394,0.999998927116394,0.0,0.0,37.5,37.48812484741211,0.01516846101731062,0.03125
fp16,question_000,16,53,2,10829,5.122894322084903e-07,5.117014438837941e-07,7.2915469218060025e-09,2.382881802986958e-08,23.015625,23.002498626708984,0.00847792811691761,0.03125
fp16,question_000,16,53,3,12,3.4125835668419313e-07,3.446578489274543e-07,7.3320705062940306e-09,2.1668000727004255e-08,22.609375,22.607187271118164,0.009380202740430832,0.03125
fp16,question_000,16,53,4,1584,4.993712821033114e-08,4.9541348801085405e-08,9.119327515350051e-10,3.1215812157370237e-09,20.6875,20.667499542236328,0.017127782106399536,0.046875
fp16,question_000,16,53,5,5302,2.5907040068773313e-08,2.5444869322654995e-08,4.029531985860757e-10,1.5943459885647826e-09,20.03125,20.001249313354492,0.0120382746681571,0.03125
fp16,question_000,16,53,6,16,2.4720669955513586e-08,2.527925957451771e-08,4.489251748118761e-10,1.186370113259727e-09,19.984375,19.994686126708984,0.008620641194283962,0.03125
fp16,question_000,16,53,7,10,2.3588629716186915e-08,2.3561790740700417e-08,3.519438906973704e-10,1.474527167033557e-09,19.9375,19.924373626708984,0.00847790576517582,0.03125
fp16,question_000,16,53,8,284,2.322292225187539e-08,2.3349548072815196e-08,3.7054109780498834e-10,1.0972129871333891e-09,19.921875,19.915311813354492,0.00888837967067957,0.03125
fp16,question_000,16,53,9,428,2.0816889545471895e-08,2.0728947447423707e-08,3.482188981607237e-10,9.682867840865583e-10,19.8125,19.796249389648438,0.010807241313159466,0.03125
fp16,question_000,16,53,10,20733,1.4532531622535316e-08,1.4407202542088271e-08,1.916246467059679e-10,8.943477070033623e-10,19.453125,19.432498931884766,0.01606866903603077,0.046875
fp16,question_000,16,54,1,16,0.9999874830245972,0.9999874830245972,2.03400077225524e-07,5.960464477539062e-07,28.78125,28.77750015258789,0.027521368116140366,0.09375
fp16,question_000,16,54,2,17,9.972915904654656e-06,9.93751200439874e-06,1.960900135600241e-07,6.234022293938324e-07,17.265625,17.25812530517578,0.023642880842089653,0.078125
fp16,question_000,16,54,3,220,1.0030025805463083e-06,9.847706223808927e-07,1.3477501781267165e-08,5.421918558567995e-08,14.96875,14.946561813354492,0.022715972736477852,0.0859375
fp16,question_000,16,54,4,18,2.1522647841720755e-07,2.1667928251645208e-07,3.926029279455179e-09,1.3453714586830756e-08,13.4296875,13.432499885559082,0.024092884734272957,0.0703125
fp16,question_000,16,54,5,4802,2.102407563597808e-07,2.06007896963456e-07,3.3357496764807593e-09,1.3039894497524074e-08,13.40625,13.382030487060547,0.037410348653793335,0.1015625
fp16,question_000,16,54,6,11,1.914263947355721e-07,1.9000535189661605e-07,6.150471243415723e-09,2.7152779580319475e-08,13.3125,13.30078125,0.033484578132629395,0.15625
fp16,question_000,16,54,7,24,1.4677171122912114e-07,1.450554663051662e-07,2.1847426090459976e-09,6.826937237747188e-09,13.046875,13.03125,0.02795087732374668,0.09375
fp16,question_000,16,54,8,17489,1.3574162949225865e-07,1.3425314193682425e-07,1.5660858165844616e-09,7.395343004645838e-09,12.96875,12.953906059265137,0.030348338186740875,0.09375
fp16,question_000,16,54,9,19,1.1610596573063958e-07,1.1308856784353338e-07,2.4246280538875453e-09,7.945075708448712e-09,12.8125,12.782187461853027,0.030524365603923798,0.09375
fp16,question_000,16,54,10,1939,1.0992692267564053e-07,1.0701916863808947e-07,2.2584660808178114e-09,9.19482801009508e-09,12.7578125,12.727030754089355,0.01978953182697296,0.09375
fp16,question_000,16,55,1,382,0.8666286468505859,0.8650273680686951,0.0015445121098309755,0.004154980182647705,36.3125,36.29062271118164,0.015625054016709328,0.0625
fp16,question_000,16,55,2,13,0.10678959637880325,0.10834874957799911,0.001498020370490849,0.00301564484834671,34.21875,34.2131233215332,0.014908701181411743,0.0625
fp16,question_000,16,55,3,1584,0.018557250499725342,0.018535001203417778,0.00013497676991391927,0.0010715480893850327,32.46875,32.4474983215332,0.01586080528795719,0.0625
fp16,question_000,16,55,4,11,0.006826831493526697,0.006889296695590019,4.554118277155794e-05,0.0001871250569820404,31.46875,31.45781135559082,0.010004902258515358,0.046875
fp16,question_000,16,55,5,5302,0.0006154574221000075,0.0006221088115125895,8.810032340988982e-06,2.6838562916964293e-05,29.0625,29.053123474121094,0.015934444963932037,0.0625
fp16,question_000,16,55,6,2188,0.00021604591165669262,0.00021588054369203746,3.7295033052942017e-06,1.0169867891818285e-05,28.015625,27.994686126708984,0.01966763846576214,0.0625
fp16,question_000,16,55,7,26507,0.0001735977566568181,0.00016881790361367166,3.2182183531404007e-06,1.0739298886619508e-05,27.796875,27.748748779296875,0.022281911224126816,0.0625
fp16,question_000,16,55,8,4802,8.729042747290805e-05,8.709806570550427e-05,2.0205663986416766e-06,6.449343345593661e-06,27.109375,27.08687400817871,0.024036047980189323,0.09375
fp16,question_000,16,55,9,64591,4.896549216937274e-05,4.836566586163826e-05,8.39630956761539e-07,2.1081541490275413e-06,26.53125,26.498748779296875,0.018708284944295883,0.0625
fp16,question_000,16,55,10,304,2.5009127057273872e-05,2.6059618903673254e-05,4.985864165973908e-07,1.6132762539200485e-06,25.859375,25.880311965942383,0.023512370884418488,0.09375
fp16,question_000,16,56,1,641,0.6496869325637817,0.6458938717842102,0.0031110376585274935,0.007035791873931885,37.5625,37.54750061035156,0.016817281022667885,0.0625
fp16,question_000,16,56,2,2461,0.21761785447597504,0.22031474113464355,0.0023830996360629797,0.005476951599121094,36.46875,36.47187423706055,0.011267291381955147,0.0625
fp16,question_000,16,56,3,40,0.09963271766901016,0.1004277691245079,0.0011469419114291668,0.0028047263622283936,35.6875,35.686248779296875,0.00874990876764059,0.0625
fp16,question_000,16,56,4,30816,0.01678088866174221,0.017001057043671608,0.0002957778924610466,0.000702517107129097,33.90625,33.90999984741211,0.025495121255517006,0.09375
fp16,question_000,16,56,5,785,0.006995315197855234,0.007011630572378635,8.418734796578065e-05,0.0002460535615682602,33.03125,33.024375915527344,0.014375130645930767,0.0625
fp16,question_000,16,56,6,12549,0.006571490317583084,0.006575166247785091,0.00012311548925936222,0.000341945793479681,32.96875,32.959999084472656,0.015360490418970585,0.0625
fp16,question_000,16,56,7,4859,0.0013991509331390262,0.0014443090185523033,4.331548552727327e-05,0.00012154912110418081,31.421875,31.444061279296875,0.02255401387810707,0.0625
fp16,question_000,16,56,8,7039,0.0005228245281614363,0.0005347992409951985,6.523264346469659e-06,2.2771302610635757e-05,30.4375,30.450937271118164,0.012888478115200996,0.046875
fp16,question_000,16,56,9,3820,0.00016973624587990344,0.00016874830180313438,1.2958211073055281e-06,3.576584276743233e-06,29.3125,29.29749870300293,0.012484335340559483,0.046875
fp16,question_000,16,56,10,34402,0.00016973624587990344,0.00017018303333315998,1.8390641116639017e-06,6.131522241048515e-06,29.3125,29.305936813354492,0.015337925404310226,0.0625
fp16,question_000,16,57,1,34684,0.9690468311309814,0.9687409996986389,0.00025894379359669983,0.0016331076622009277,37.09375,37.092498779296875,0.00874990876764059,0.0625
fp16,question_000,16,57,2,24510,0.011459428817033768,0.011725103482604027,0.00017337442841380835,0.0007254434749484062,32.65625,32.678123474121094,0.01432048249989748,0.03125
fp16,question_000,16,57,3,264,0.010433929972350597,0.010444066487252712,8.968869951786473e-05,0.0006384449079632759,32.5625,32.5625,0.006249957252293825,0.0625
fp16,question_000,16,57,4,279,0.008383898064494133,0.00840784516185522,7.853332499507815e-05,0.0002669990062713623,32.34375,32.34562301635742,0.007421466521918774,0.03125
fp16,question_000,16,57,5,30128,0.0002165492915082723,0.00021818728419020772,1.920858721859986e-06,9.924682672135532e-06,28.6875,28.694061279296875,0.008888396434485912,0.03125
fp16,question_000,16,57,6,32199,0.0001795256684999913,0.00018328700389247388,2.758115670076222e-06,1.4147502952255309e-05,28.5,28.51968765258789,0.013553304597735405,0.0625
fp16,question_000,16,57,7,5297,0.0001313437824137509,0.00013131370360497385,1.732419264044438e-06,6.121306796558201e-06,28.1875,28.186248779296875,0.010752997361123562,0.03125
fp16,question_000,16,57,8,5792,9.313668851973489e-05,9.334767673863098e-05,1.1738208058886812e-06,5.8142104535363615e-06,27.84375,27.844999313354492,0.010288883931934834,0.046875
fp16,question_000,16,57,9,51350,2.2121903384686448e-05,2.239501009171363e-05,2.934802694198879e-07,1.3728058547712862e-06,26.40625,26.417499542236328,0.01128468755632639,0.03125
fp16,question_000,16,57,10,4622,1.56867772602709e-05,1.5643599908798933e-05,1.7124203566254437e-07,7.310864020837471e-07,26.0625,26.05875015258789,0.008592339232563972,0.046875
fp16,question_001,16,0,1,151667,1.0,1.0,0.0,0.0,40.5625,40.56999969482422,0.013346254825592041,0.03125
fp16,question_001,16,0,2,151643,1.257311754709889e-10,1.254625014990296e-10,3.3483864552569242e-12,9.748785112506653e-12,17.765625,17.7706241607666,0.01544906571507454,0.046875
fp16,question_001,16,0,3,198,9.791954053151031e-11,9.731331712670155e-11,2.5854032456584797e-12,7.592357298413788e-12,17.515625,17.51656150817871,0.023470764979720116,0.0625
fp16,question_001,16,0,4,151668,4.4830833489939437e-11,4.4513739916318684e-11,5.976844995488062e-13,1.4010216597970526e-12,16.734375,16.73468780517578,0.015145767480134964,0.03125
fp16,question_001,16,0,5,145302,3.767205731391998e-12,3.872592784642803e-12,8.609038232732652e-14,2.7228046206584366e-13,14.2578125,14.292655944824219,0.015563146211206913,0.046875
fp16,question_001,16,0,6,3405,3.708800627721942e-12,3.751447069655356e-12,1.1754314156123963e-13,3.200710096268322e-13,14.2421875,14.260624885559082,0.02174965851008892,0.0625
fp16,question_001,16,0,7,66176,2.4705940418479067e-12,2.4977459336938956e-12,4.307287220037953e-14,9.765105390968642e-14,13.8359375,13.854218482971191,0.014028592966496944,0.0390625
fp16,question_001,16,0,8,16992,2.1297852804275097e-12,2.1151511531841694e-12,3.5099595213812507e-14,1.3313330472775053e-13,13.6875,13.687968254089355,0.015262202359735966,0.046875
fp16,question_001,16,0,9,21268,2.1132110818167238e-12,2.1705543178790476e-12,5.852942100165875e-14,1.8524309690348684e-13,13.6796875,13.713593482971191,0.016358548775315285,0.0546875
fp16,question_001,16,0,10,146509,2.080448660568557e-12,2.14114251502473e-12,3.837992342556676e-14,1.1603305122287466e-13,13.6640625,13.700156211853027,0.010232926346361637,0.0234375
fp16,question_001,16,1,1,198,0.9999895095825195,0.9999891519546509,1.4958746419324598e-07,3.5762786865234375e-07,32.875,32.85874938964844,0.015612361021339893,0.03125
fp16,question_001,16,1,2,271,6.24090444034664e-06,6.42562736175023e-06,9.36988868716071e-08,2.995052454934921e-07,20.890625,20.9034366607666,0.012378163635730743,0.03125
fp16,question_001,16,1,3,510,3.138123702228768e-06,3.1844281238591066e-06,7.453810013657858e-08,1.992530087591149e-07,20.203125,20.201250076293945,0.016129424795508385,0.046875
fp16,question_001,16,1,4,715,2.4579682644798595e-07,2.466274224843801e-07,5.499494637462021e-09,1.5364776118076406e-08,17.65625,17.643125534057617,0.01542369369417429,0.046875
fp16,question_001,16,1,5,1447,1.770408175616467e-07,1.7632983428939042e-07,4.667413566750156e-09,1.3727117220696528e-08,17.328125,17.307498931884766,0.015449046157300472,0.046875
fp16,question_001,16,1,6,1406,1.3574191370935296e-07,1.3954392841242225e-07,2.199055604279465e-09,6.51436948828632e-09,17.0625,17.073749542236328,0.009901895187795162,0.03125
fp16,question_001,16,1,7,44646,1.2952583006153873e-07,1.3543331078835763e-07,5.6132489767435345e-09,1.7246151173822e-08,17.015625,17.04312515258789,0.0341697558760643,0.125
fp16,question_001,16,1,8,105525,1.255407369171735e-07,1.2654663805733435e-07,3.89608256767815e-09,1.1773707342399575e-08,16.984375,16.975624084472656,0.02004878781735897,0.0625
fp16,question_001,16,1,9,151643,9.777123466392368e-08,9.932277578172943e-08,2.923354003314671e-09,9.31377286406132e-09,16.734375,16.733436584472656,0.020350968465209007,0.0625
fp16,question_001,16,1,10,11,6.615532299747429e-08,6.77169254004184e-08,1.3750357519271006e-09,3.1748541573506373e-09,16.34375,16.350624084472656,0.007756003178656101,0.015625
fp16,question_001,16,2,1,5338,0.9987221360206604,0.9987349510192871,2.165390833397396e-05,6.490945816040039e-05,33.40625,33.4375,0.018750300630927086,0.0625
fp16,question_001,16,2,2,80022,0.0007669004262425005,0.0007603917620144784,1.5652925867470913e-05,4.714756505563855e-05,26.234375,26.256874084472656,0.024637989699840546,0.078125
fp16,question_001,16,2,3,1654,0.00013966293772682548,0.00013833027333021164,1.8162694459533668e-06,4.296918632462621e-06,24.53125,24.552812576293945,0.022940557450056076,0.0625
fp16,question_001,16,2,4,40,0.0001037886759149842,0.00010219938849331811,1.952062348209438e-06,4.8255897127091885e-06,24.234375,24.25,0.01362148579210043,0.03125
fp16,question_001,16,2,5,11092,9.903585305437446e-05,9.771025361260399e-05,2.2368803911376745e-06,6.09436392551288e-06,24.1875,24.204999923706055,0.013125079683959484,0.046875
fp16,question_001,16,2,6,32313,9.75004440988414e-05,9.619792399462312e-05,2.2874125988892047e-06,8.859497029334307e-06,24.171875,24.189374923706055,0.03056115098297596,0.109375
fp16,question_001,16,2,7,785,3.818172262981534e-05,3.7793724914081395e-05,4.960348860549857e-07,1.7742822819855064e-06,23.234375,23.255311965942383,0.01864817552268505,0.046875
fp16,question_001,16,2,8,71486,1.2395789781294297e-05,1.2236653674335685e-05,2.385387176673248e-07,7.624303179909475e-07,22.109375,22.127498626708984,0.02366761863231659,0.0625
fp16,question_001,16,2,9,106287,7.879243639763445e-06,7.77317018219037e-06,1.4876097509386454e-07,4.844005161430687e-07,21.65625,21.673749923706055,0.019172348082065582,0.0625
fp16,question_001,16,2,10,9454,3.5514531191438437e-06,3.5253440273663728e-06,5.192582008817226e-08,1.6496733223902993e-07,20.859375,20.88312530517578,0.014737250283360481,0.046875
fp16,question_001,16,3,1,11,0.9999619722366333,0.9999618530273438,2.647412600254029e-07,1.0728836059570312e-06,28.828125,28.826250076293945,0.01419726200401783,0.046875
fp16,question_001,16,3,2,3405,2.0145331291132607e-05,2.0247140128049068e-05,1.8365639675721468e-07,6.295540515566245e-07,18.015625,18.018749237060547,0.00937502272427082,0.03125
fp16,question_001,16,3,3,279,8.267626981250942e-06,8.193402209144551e-06,7.70096377777918e-08,2.54365659202449e-07,17.125,17.11406135559082,0.016901055350899696,0.0625
fp16,question_001,16,3,4,374,2.4439059416181408e-06,2.4506712179572787e-06,3.609041954177883e-08,1.3418912203633226e-07,15.90625,15.907031059265137,0.010740499943494797,0.0234375
fp16,question_001,16,3,5,323,1.3081285032967571e-06,1.3233981235316605e-06,1.2206381683199652e-08,4.120033736398909e-08,15.28125,15.290937423706055,0.007584158331155777,0.0234375
fp16,question_001,16,3,6,13,1.0760372788354289e-06,1.0650642252585385e-06,1.1900501917239126e-08,4.154492216912331e-08,15.0859375,15.073749542236328,0.008860915899276733,0.0234375
fp16,question_001,16,3,7,3645,8.64620233187452e-07,8.898739451979054e-07,7.942187352227847e-09,2.787800212900038e-08,14.8671875,14.894062042236328,0.016325032338500023,0.0546875
fp16,question_001,16,3,8,315,8.12235498415248e-07,8.140817158164282e-07,1.048855491347922e-08,3.185368768754415e-08,14.8046875,14.804999351501465,0.01249606627970934,0.0390625
fp16,question_001,16,3,9,9180,7.750405757178669e-07,7.996760587047902e-07,7.2856471966531444e-09,2.4989276425912976e-08,14.7578125,14.787187576293945,0.012747605331242085,0.0390625
fp16,question_001,16,3,10,3837,6.083362791287072e-07,6.048732075214502e-07,7.212203279038931e-09,3.2628463486616965e-08,14.515625,14.507967948913574,0.010767645202577114,0.046875
fp16,question_001,16,4,1,279,0.9966122508049011,0.9966257810592651,3.29338145093061e-05,0.0001055002212524414,35.1875,35.189998626708984,0.01634584181010723,0.0625
fp16,question_001,16,4,2,358,0.003376574721187353,0.003363090567290783,3.2847750844666734e-05,0.00010516471229493618,29.5,29.498435974121094,0.014405535534024239,0.046875
fp16,question_001,16,4,3,576,6.831143309682375e-06,6.829616268078098e-06,8.388815331272781e-08,2.1348159862100147e-07,23.296875,23.299062728881836,0.015628185123205185,0.046875
fp16,question_001,16,4,4,19091,2.324179376955726e-06,2.280596618220443e-06,3.536771941980987e-08,1.0810799722094089e-07,22.21875,22.202186584472656,0.01226735021919012,0.03125
fp16,question_001,16,4,5,419,5.267611982162634e-07,5.199309498493676e-07,5.692323057360227e-09,1.6179910744540393e-08,20.734375,20.7237491607666,0.010097208432853222,0.03125
fp16,question_001,16,4,6,3405,4.948464038534439e-07,4.866126346314559e-07,6.285259424032574e-09,2.3017491912469268e-08,20.671875,20.657499313354492,0.008172922767698765,0.03125
